schema:identifier,schema:latitude,schema:longitude,ksj:NOO,ksj:NPL,ksj:AS3,ksj:DSO,ksj:PAN,ksj:PMP,ksj:CSB,ksj:TPE,ksj:CSU,ksj:DEM,ksj:DEC,ksj:DEE,ksj:DSH,ksj:STS,ksj:FUT,ksj:DBP,ksj:DPS,ksj:DAC,ksj:NWS,ksj:GRP,ksj:TWG,ksj:MGP,ksj:MUW,ksj:MER,ksj:UPP,ksj:LOP,ksj:CWW,ksj:TWW,ksj:NWW,ksj:HPC
fc08_12,33.797696241947,134.410146533206,徳島県,日野谷水力発電所,徳島県那賀郡那賀町日浦,1955-11,,,,,,,,,,,,,,,那賀川,62000,3,,,,,,,,,
fc08_13,33.8473058342213,135.826103356636,電源開発株式会社,十津川第二水力発電所,和歌山県新宮市熊野川町,1962-01,,,,,,,,,,,,,,,新宮川,58000,3,,,,,,,,,
fc08_14,33.9727091455852,135.80698363004,電源開発株式会社,十津川第一水力発電所,奈良県吉野郡十津川村,1960-10,,,,,,,,,,,,,,,新宮川,75000,3,,,,,,,,,
fc08_15,33.9599276652552,136.001689835656,電源開発株式会社,七色水力発電所,和歌山県東牟婁郡北山村,1965-07,,,,,,,,,,,,,,,新宮川,82000,3,,,,,,,,,
fc08_16,34.8817564869519,135.826089516653,関西電力株式会社,天ヶ瀬水力発電所,京都府宇治市宇治金井戸,1964-05,,,,,,,,,,,,,,,淀川,92000,1,,,,,,,,,
fc08_17,35.9431605521624,136.641732153462,電源開発株式会社,湯上水力発電所,福井県大野市下打波,1968-05,,,,,,,,,,,,,,,九頭竜川,54000,3,,,,,,,,,
fc08_18,35.2354521985922,137.422685029753,中部電力株式会社,矢作第一水力発電所,岐阜県恵那市串原閑羅瀬1985-113,1970-06,,,,,,,,,,,,,,,矢作川,60700,1,,,,,,,,,
fc08_19,35.6652283118342,136.50253973442,電源開発株式会社,徳山水力発電所,岐阜県揖斐郡揖斐川町東杉原,2014,,,,,,,,,,,,,,,木曽川,153000,1,,,,,,,,,
fc08_20,35.5920438396115,136.455676246247,中部電力株式会社,横山水力発電所,岐阜県揖斐郡揖斐川町東横山字摩生戸1300,1964-04,,,,,,,,,,,,,,,木曽川,70000,1,,,,,,,,,
fc08_21,35.4674449709816,137.168572684398,関西電力株式会社,新丸山水力発電所,岐阜県加茂郡八百津町八百津,1971-05,,,,,,,,,,,,,,,木曽川,63000,3,,,,,,,,,
fc08_22,35.4694452069876,137.160453138982,関西電力株式会社,丸山水力発電所,岐阜県加茂郡八百津町八百津,1954-04,,,,,,,,,,,,,,,木曽川,125000,3,,,,,,,,,
fc08_23,35.4821341154005,137.394363452133,関西電力株式会社,大井水力発電所,岐阜県中津川市蛭川,1924-12,,,,,,,,,,,,,,,木曽川,52000,3,,,,,,,,,
fc08_24,35.5399084541589,137.124496258401,中部電力株式会社,新上麻生水力発電所,岐阜県加茂郡七宗町上麻生字上渡合1475-1,1987-06,,,,,,,,,,,,,,,木曽川,61400,3,,,,,,,,,
fc08_25,35.7303288738183,137.140580704608,中部電力株式会社,馬瀬川第二水力発電所,岐阜県下呂市金山町岩瀬1772,1976-06,,,,,,,,,,,,,,,木曽川,66400,3,,,,,,,,,
fc08_26,36.137551803091,136.90769809279,電源開発株式会社,御母衣水力発電所,岐阜県大野郡白川村牧,1961-01,,,,,,,,,,,,,,,庄川,215000,3,,,,,,,,,
fc08_27,36.1265257764471,136.903102576214,電源開発株式会社,御母衣第二水力発電所,岐阜県大野郡白川村福島,1963-12,,,,,,,,,,,,,,,庄川,59200,3,,,,,,,,,
fc08_28,36.2811177321208,136.644175283546,電源開発株式会社,手取川第一水力発電所,石川県白山市東二口,1979-08,,,,,,,,,,,,,,,手取川,250000,3,,,,,,,,,
fc08_29,36.3194521224588,136.900450083509,関西電力株式会社,新椿原水力発電所,岐阜県大野郡白川村椿原,1975-03,,,,,,,,,,,,,,,庄川,63100,3,,,,,,,,,
fc08_30,36.3837280048348,136.638702491034,北陸電力株式会社,手取川第二水力発電所,石川県白山市河内町久保,1979-07,,,,,,,,,,,,,,,手取川,87000,3,,,,,,,,,
fc08_31,36.3532922242024,136.874614619312,関西電力株式会社,新成出水力発電所,富山県南砺市成出,1975-03,,,,,,,,,,,,,,,庄川,58200,3,,,,,,,,,
fc08_32,36.4763123944867,136.981722934789,関西電力株式会社,祖山水力発電所,富山県南砺市祖山,1930-12,,,,,,,,,,,,,,,庄川,54300,3,,,,,,,,,
fc08_33,36.4782227083133,136.982668000882,関西電力株式会社,新祖山水力発電所,富山県南砺市祖山,1967-02,,,,,,,,,,,,,,,庄川,68000,3,,,,,,,,,
fc08_34,36.5641515288031,136.99648571736,関西電力株式会社,小牧水力発電所,富山県砺波市庄川町金屋,1930-11,,,,,,,,,,,,,,,庄川,82200,3,,,,,,,,,
fc08_35,36.299579456129,137.100462966296,関西電力株式会社,下小鳥水力発電所,岐阜県飛騨市河合町大谷,1973-05,,,,,,,,,,,,,,,神通川,142000,3,,,,,,,,,
fc08_36,36.4590358810658,137.243910642856,関西電力株式会社,蟹寺水力発電所,富山県富山市蟹寺,1925-08,,,,,,,,,,,,,,,神通川,51000,2,,,,,,,,,
fc08_37,36.5059554418587,137.234951265192,北陸電力株式会社,庵谷水力発電所,富山県富山市庵谷,1976-07,,,,,,,,,,,,,,,神通川,50000,3,,,,,,,,,
fc08_38,36.506076966134,137.232882566653,北陸電力株式会社,神通川第一水力発電所,富山県富山市庵谷,1954-01,,,,,,,,,,,,,,,神通川,82000,3,,,,,,,,,
fc08_39,36.5617408038428,137.366550360983,北陸電力株式会社,新中地山水力発電所,富山県富山市中地山,1959-08,,,,,,,,,,,,,,,常願寺川,73500,3,,,,,,,,,
fc08_40,36.5434198790021,137.437220985662,北陸電力株式会社,和田川第二水力発電所,富山県富山市亀谷,1959-06,,,,,,,,,,,,,,,常願寺川,122000,3,,,,,,,,,
fc08_41,36.5451660192448,137.435206496225,北陸電力株式会社,有峰第一水力発電所,富山県富山市亀谷,1981-07,,,,,,,,,,,,,,,常願寺川,265000,3,,,,,,,,,
fc08_42,36.5633532811511,137.395293983212,北陸電力株式会社,有峰第二水力発電所,富山県富山市亀谷,1981-07,,,,,,,,,,,,,,,常願寺川,120000,2,,,,,,,,,
fc08_43,36.6450173622735,137.691738081958,関西電力株式会社,黒部川第四発電所,富山県黒部市,1961-01,,,,,,,,,,,,,,,黒部川,335000,3,,,,,,,,,
fc08_44,36.6957544502171,137.658647494729,関西電力株式会社,黒部川第三発電所,富山県黒部市宇奈月温泉,1940-11,,,,,,,,,,,,,,,黒部川,81000,3,,,,,,,,,
fc08_45,36.6924161885912,137.660019874311,関西電力株式会社,新黒部第三発電所,富山県黒部市宇奈月温泉,1963-10,,,,,,,,,,,,,,,黒部川,107000,3,,,,,,,,,
fc08_46,36.7509062056407,137.640129688287,関西電力株式会社,黒部川第二発電所,富山県黒部市宇奈月温泉,1936-10,,,,,,,,,,,,,,,黒部川,72000,3,,,,,,,,,
fc08_47,36.7466750327741,137.638050417471,関西電力株式会社,新黒部第二発電所,富山県黒部市宇奈月温泉,1966-09,,,,,,,,,,,,,,,黒部川,74200,2,,,,,,,,,
fc08_48,36.8444752482369,137.566840989381,関西電力株式会社,音沢水力発電所,富山県黒部市宇奈月町音澤,1985-07,,,,,,,,,,,,,,,黒部川,124000,3,,,,,,,,,
fc08_49,35.0881675507807,137.804842655986,電源開発株式会社,佐久間水力発電所,静岡県浜松市佐久間町佐久間,1956-04,,,,,,,,,,,,,,,天竜川,350000,3,,,,,,,,,
fc08_50,35.168703621702,137.877377772755,電源開発株式会社,水窪水力発電所,静岡県浜松市水窪町地頭方,1969-05,,,,,,,,,,,,,,,天竜川,50000,3,,,,,,,,,
fc08_51,35.6095146702663,137.595187797956,中部電力株式会社,平岡水力発電所,長野県下伊那郡天龍村大字長島字防地175,1952-01,,,,,,,,,,,,,,,天竜川,101000,3,,,,,,,,,
fc08_52,34.9012433760882,138.111220945151,中部電力株式会社,川口水力発電所,静岡県島田市大字身成字シバガサキ982,1960-11,,,,,,,,,,,,,,,大井川,58000,3,,,,,,,,,
fc08_53,35.0923449421035,138.113788036103,中部電力株式会社,大井川水力発電所,静岡県榛原郡川根本町崎平字ハタマシマ597-1,1936-10,,,,,,,,,,,,,,,大井川,68200,3,,,,,,,,,
fc08_54,35.1653603830773,138.141930586997,中部電力株式会社,奥泉水力発電所,静岡県榛原郡川根本町大字奥泉字倉柱39-2,1956-01,,,,,,,,,,,,,,,大井川,87000,3,,,,,,,,,
fc08_55,35.2100018479466,138.2217458348,中部電力株式会社,井川水力発電所,静岡県静岡市葵区井川2290-2,1957-09,,,,,,,,,,,,,,,大井川,62000,1,,,,,,,,,
fc08_56,35.2675604247962,138.226662711177,中部電力株式会社,畑薙第二水力発電所,静岡県静岡市葵区田代1021,1961-08,,,,,,,,,,,,,,,大井川,85000,3,,,,,,,,,
fc08_57,35.3768332118894,137.811958097945,中部電力株式会社,泰阜水力発電所,長野県下伊那郡泰阜村4627-3,1936-01,,,,,,,,,,,,,,,天竜川,52500,3,,,,,,,,,
fc08_58,35.5880932035647,137.592020509754,関西電力株式会社,読書水力発電所,長野県木曽郡南木曽町読書,1923-12,,,,,,,,,,,,,,,木曽川,117100,3,,,,,,,,,
fc08_59,35.6927690621244,137.668186117143,関西電力株式会社,木曽水力発電所,長野県木曽郡大桑村殿,1968-01,,,,,,,,,,,,,,,木曽川,116000,3,,,,,,,,,
fc08_60,35.8451472702172,137.615005767316,関西電力株式会社,御嶽水力発電所,長野県木曽郡木曽町三岳,1945-06,,,,,,,,,,,,,,,木曽川,68600,3,,,,,,,,,
fc08_61,35.4265934639025,138.404516446717,東京電力株式会社,早川第一水力発電所,山梨県南巨摩郡早川町榑坪,1923-07,,,,,,,,,,,,,,,富士川,51200,2,,,,,,,,,
fc08_62,36.9457578626501,138.660026247389,東京電力株式会社,中津川第一水力発電所,新潟県中魚沼郡津南町穴藤,1924-09,,,,,,,,,,,,,,,信濃川,126000,2,,,,,,,,,
fc08_63,37.0546030876333,138.682889837713,東京電力株式会社,信濃川水力発電所,新潟県中魚沼郡津南町三箇,1939-11,,,,,,,,,,,,,,,信濃川,177000,2,,,,,,,,,
fc08_64,37.3168276883582,139.034251958533,電源開発株式会社,黒又川第一水力発電所,新潟県魚沼市松川,1958-02,,,,,,,,,,,,,,,信濃川,61500,3,,,,,,,,,
fc08_65,37.6962503175778,139.380936736907,東北電力株式会社,揚川水力発電所,新潟県東蒲原郡阿賀町黒岩,1963-05,,,,,,,,,,,,,,,阿武隈川,53600,3,,,,,,,,,
fc08_66,37.7050114433278,139.467280827329,東北電力株式会社,第二鹿瀬水力発電所,新潟県東蒲原郡阿賀町鹿瀬,1973-05,,,,,,,,,,,,,,,阿武隈川,55000,1,,,,,,,,,
fc08_67,37.6977715497511,139.565753552818,東北電力株式会社,豊実水力発電所,新潟県東蒲原郡阿賀町豊実,1929-12,,,,,,,,,,,,,,,阿武隈川,56400,1,,,,,,,,,
fc08_68,37.6975277092612,139.56697340043,東北電力株式会社,第二豊実水力発電所,新潟県東蒲原郡阿賀町豊実,1975-08,,,,,,,,,,,,,,,阿武隈川,57100,1,,,,,,,,,
fc08_69,36.4780295233913,139.030418286735,東京電力株式会社,佐久水力発電所,群馬県渋川市北橘町分郷八崎,1928-11,,,,,,,,,,,,,,,利根川,76800,2,,,,,,,,,
fc08_70,36.8302223166832,139.713026460965,東京電力株式会社,鬼怒川水力発電所,栃木県日光市鬼怒川温泉滝,1963-11,,,,,,,,,,,,,,,利根川,127000,2,,,,,,,,,
fc08_71,37.1549833253937,139.251493276633,電源開発株式会社,奥只見水力発電所,福島県南会津郡檜枝岐村,1960-12,,,,,,,,,,,,,,,阿賀野川,560000,3,,,,,,,,,
fc08_72,37.2159921731429,139.212958221657,電源開発株式会社,大鳥水力発電所,福島県南会津郡只見町田子倉,1963-11,,,,,,,,,,,,,,,阿賀野川,182000,1,,,,,,,,,
fc08_73,37.3115435835525,139.28752001673,電源開発株式会社,田子倉水力発電所,福島県南会津郡只見町田子倉,1959-05,,,,,,,,,,,,,,,阿賀野川,380000,1,,,,,,,,,
fc08_74,37.3326834493487,139.306008168443,電源開発株式会社,只見水力発電所,福島県南会津郡只見町石伏,1989-07,,,,,,,,,,,,,,,阿賀野川,65000,1,,,,,,,,,
fc08_75,37.387233894052,139.384589164285,電源開発株式会社,滝水力発電所,福島県大沼郡金山町田沢,1961-12,,,,,,,,,,,,,,,阿賀野川,92000,1,,,,,,,,,
fc08_76,37.4415923632062,139.493483678552,東北電力株式会社,本名水力発電所,福島県大沼郡金山町本名,1954-08,,,,,,,,,,,,,,,阿武隈川,78000,1,,,,,,,,,
fc08_77,37.4832438823511,139.537459100891,東北電力株式会社,上田水力発電所,福島県大沼郡金山町水沼,1954-03,,,,,,,,,,,,,,,阿武隈川,63900,1,,,,,,,,,
fc08_78,37.4661473234319,139.633835151437,東北電力株式会社,宮下水力発電所,福島県大沼郡三島町宮下,1946-12,,,,,,,,,,,,,,,阿武隈川,94000,3,,,,,,,,,
fc08_79,37.5194061216129,139.705999944613,東北電力株式会社,柳津水力発電所,福島県河沼郡柳津町飯谷,1953-08,,,,,,,,,,,,,,,阿武隈川,75000,1,,,,,,,,,
fc08_80,37.5641005498351,139.763031069498,東北電力株式会社,片門水力発電所,福島県河沼郡会津坂下町坂本,1953-08,,,,,,,,,,,,,,,阿武隈川,57000,1,,,,,,,,,
fc08_81,37.6104857761974,139.737500643113,東北電力株式会社,新郷水力発電所,福島県喜多方市高郷町塩坪,1939-07,,,,,,,,,,,,,,,阿武隈川,51600,1,,,,,,,,,
fc08_82,37.6325270627718,139.631970291823,東北電力株式会社,上野尻水力発電所,福島県耶麻郡西会津町新郷豊洲,1958-08,,,,,,,,,,,,,,,阿武隈川,52000,1,,,,,,,,,
fc08_83,37.5434742812454,140.003535795735,東京電力株式会社,猪苗代第一水力発電所,福島県会津若松市河東町八田,1914-10,,,,,,,,,,,,,,,阿賀野川,62400,2,,,,,,,,,
fc08_84,37.6080921236311,140.131831820093,東京電力株式会社,秋元水力発電所,福島県耶麻郡猪苗代町大字若宮,1940-02,,,,,,,,,,,,,,,阿賀野川,107500,2,,,,,,,,,
fc08_85,38.5416324884345,139.805001117714,東北電力株式会社,八久和水力発電所,山形県鶴岡市下田沢,1958-03,,,,,,,,,,,,,,,赤川,60300,3,,,,,,,,,
fc08_86,38.450980521549,140.0417749677,東北電力株式会社,本道寺水力発電所,山形県西村山郡西川町月岡,1990-06,,,,,,,,,,,,,,,最上川,75000,3,,,,,,,,,
fc08_87,42.9899813756029,141.115865185583,北海道電力株式会社,豊平峡水力発電所,北海道札幌市南区小金湯,1972-06,,,,,,,,,,,,,,,石狩川,50000,3,,,,,,,,,
fc08_88,43.4752822247519,142.27131189466,北海道電力株式会社,滝里水力発電所,北海道芦別市野花南町,1999-07,,,,,,,,,,,,,,,石狩川,57000,3,,,,,,,,,
fc08_89,44.2786801066013,142.336339169278,北海道電力株式会社,雨竜水力発電所,北海道名寄市風連町字西風連,1943-08,,,,,,,,,,,,,,,石狩川,51000,3,,,,,,,,,
fc08_90,32.2492352000638,131.359503121998,九州電力株式会社,小丸川水力発電所,宮崎県児湯郡木城町大字石河内,2011-07,,,,,,,,,,,,,,,小丸川,1200000,3,,,,,,,,,
fc08_91,35.7158693664718,138.892019475993,東京電力株式会社,葛野川水力発電所,山梨県大月市猿橋町殿上,2016,,,,,,,,,,,,,,,富士川　相模川,1600000,3,,,,,,,,,
fc08_92,36.0362122178255,138.684445764972,東京電力株式会社,神流川水力発電所,群馬県多野郡上野村楢原,2016,,,,,,,,,,,,,,,信濃川　利根川,2820000,3,,,,,,,,,
fc08_93,42.9552617393394,140.953558559332,北海道電力株式会社,京極水力発電所,北海道虻田郡京極町字春田,2015-10,,,,,,,,,,,,,,,尻別川,600000,3,,,,,,,,,
fc09_1,32.5063059690233,131.351111094926,九州電力株式会社,諸塚水力発電所,宮崎県東臼杵郡諸塚村大字家代,1961-02,,,,,,,,,,,,,,,耳川,,,50,27,226.4,03_1,03_2,54000,フランシス型,1,1
fc09_2,33.7181389977891,133.268972013746,四国電力株式会社,大森川水力発電所,高知県吾川郡いの町,1959-08,,,,,,,,,,,,,,,吉野川,,,12,12,118,03_3,03_4,12600,ポンプ水車,1,1
fc09_3,33.679416998817,133.668917008096,四国電力株式会社,穴内川水力発電所,高知県香美市,1964-07,,,,,,,,,,,,,,,吉野川,,,13,22,69.5,03_5,03_6,13500,ポンプ水車,1,1
fc09_4,33.8036109995533,134.296250003028,四国電力株式会社,蔭平水力発電所,徳島県那賀郡那賀町大殿字野口2番地の1,1968-05,,,,,,,,,,,,,,,那賀川,,,47,60,89.7,03_7,03_8,47700,ポンプ水車,1,1
fc09_5,34.04066699984,135.974250000015,電源開発株式会社,池原水力発電所,奈良県吉野郡下北山村,1964-09,,,,,,,,,,,,,,,新宮川,,,350,342,120.5,03_9,03_10,95000,ポンプ水車,4,1
fc09_6,34.822388998332,133.40144401152,中国電力株式会社,新成羽川発電所,岡山県高梁市備中町平川3446-2,1968-11,,,,,,,,,,,,,,,高梁川,,,303,424,84.7,03_11,03_12,78250,ポンプ水車,4,1
fc09_7,35.1350829998536,137.789805999998,電源開発株式会社,新豊根水力発電所,愛知県北設楽郡豊根村古真立,1972-11,,,,,,,,,,,,,,,天竜川,,,1125,645,203,03_13,03_14,230000,ポンプ水車,5,1
fc09_8,35.3202499998554,138.184027999983,中部電力株式会社,畑薙第一水力発電所,静岡県静岡市葵区田代1131,1962-09,,,,,,,,,,,,,,,大井川,,,137,160,101.2,03_15,03_16,48600,ポンプ水車,3,1
fc09_9,35.8912499998628,136.684082999995,電源開発株式会社,長野水力発電所,福井県大野市長野,1968-05,,,,,,,,,,,,,,,九頭竜川,,,220,266,97.5,03_17,03_18,113000,ポンプ水車,2,1
fc09_10,35.758832999861,137.157416999998,中部電力株式会社,馬瀬川第一水力発電所,岐阜県下呂市金山町乙原,1976-06,,,,,,,,,,,,,,,木曽川,,,288,335,99.6,03_19,03_20,149000,ポンプ水車,2,1
fc09_11,35.8224439998618,137.637860999999,関西電力株式会社,三尾水力発電所,長野県木曽郡木曽町三岳,1963-05,,,,,,,,,,,,,,,木曽川,,,36,30.9,137.2,03_21,03_22,36000,ポンプ水車,1,1
fc09_12,36.0339439998643,137.491055999999,中部電力株式会社,高根第一水力発電所,岐阜県高山市高根町上ケ洞,1969-09,,,,,,,,,,,,,,,木曽川,,,340,300,135,03_23,03_24,87650,ポンプ水車,4,1
fc09_13,36.1325829998654,137.719777999999,東京電力株式会社,安曇水力発電所,長野県松本市奈川,1969-05,,,,,,,,,,,,,,,信濃川,,,623,540,135.8,03_25,03_26,110000,ポンプ水車,6,1
fc09_14,36.1551389998657,137.748527999999,東京電力株式会社,水殿水力発電所,長野県松本市安曇,1969-10,,,,,,,,,,,,,,,信濃川,,,245,360,79.8,03_27,03_28,64000,ポンプ水車,4,1
fc09_15,36.5148329998699,137.783693999998,東京電力株式会社,新高瀬川水力発電所,長野県大町市平,1979-06,,,,,,,,,,,,,,,信濃川,,,1280,644,229,03_29,03_30,336000,ポンプ水車,4,1
fc09_16,36.9111109998551,139.057610999676,東京電力株式会社,矢木沢水力発電所,群馬県利根郡みなかみ町藤原,1965-12,,,,,,,,,,,,,,,利根川,,,240,300,93.5,03_31,03_32,87200,ポンプ水車,3,1
fc09_17,42.45619398544,142.634193974279,北海道電力株式会社,高見水力発電所,北海道日高郡新ひだか町静内高見,1983-07,,,,,,,,,,,,,,,静内川,,,200,230,104.5,03_33,03_34,103000,ポンプ水車,2,1
fc09_18,42.605638986927,142.555221975678,北海道電力株式会社,新冠水力発電所,北海道新冠郡新冠町字岩清水,1974-08,,,,,,,,,,,,,,,新冠川,,,200,234,99.6,03_35,03_36,103000,ポンプ水車,2,1
fc09_19,32.4243889364771,130.703889156,九州電力株式会社,大平水力発電所,熊本県八代市坂本町鮎帰,1975-12,,,,,,,,,,,,,,,球磨川,,,500,124,490,03_37,03_38,256000,ポンプ水車,2,2
fc09_20,33.3503058895198,130.125722230387,九州電力株式会社,天山水力発電所,佐賀県唐津市厳木町広瀬,1986-12,,,,,,,,,,,,,,,六角川　松浦川,,,600,140,520,03_39,03_40,308000,ポンプ水車,2,2
fc09_21,33.7611669980447,133.346389012461,四国電力株式会社,本川水力発電所,高知県吾川郡いの町脇ノ山,1982-06,,,,,,,,,,,,,,,吉野川,,,615,140,528.4,03_41,03_42,307000,ポンプ水車,9,2
fc09_22,34.5681389936037,132.511667032111,中国電力株式会社,南原水力発電所,広島県広島市安佐北区,1976-07,,,,,,,,,,,,,,,太田川,,,620,254,294,03_43,03_44,318000,ポンプ水車,2,2
fc09_23,34.1129439998399,135.822278000043,関西電力株式会社,奥吉野水力発電所,奈良県吉野郡十津川村旭,1978-06,,,,,,,,,,,,,,,新宮川,,,1206,288,505,03_45,03_46,207000,ポンプ水車,6,2
fc09_24,35.2638059985841,133.484444010323,中国電力株式会社,俣野川水力発電所,鳥取県日野郡江府町武庫1990-1,1986-10,,,,,,,,,,,,,,,日野川　旭川,,,1200,300,489,03_47,03_48,309000,ポンプ水車,4,2
fc09_25,35.1309719997621,134.709528001394,関西電力株式会社,大河内水力発電所,兵庫県神崎郡神河町長谷新田34-1,1992-10,,,,,,,,,,,,,,,市川,,,1280,382,394.7,03_49,03_50,330000,ポンプ水車,4,2
fc09_26,35.2412779997962,134.863944001006,関西電力株式会社,奥多々良木水力発電所,兵庫県朝来市多々良木灰原156-1,1974-06,,,,,,,,,,,,,,,市川　円山川,,,1932,594,387.5,03_51,03_52,340000,ポンプ水車,6,2
fc09_27,34.8953059998501,135.857250000042,関西電力株式会社,喜撰山水力発電所,京都府宇治市池尾南組,1970-01,,,,,,,,,,,,,,,淀川,,,466,248,219.4,03_53,03_54,240000,ポンプ水車,2,2
fc09_28,35.2380872014174,137.418730236138,中部電力株式会社,奥矢作第二水力発電所,愛知県豊田市牛地町駒山,1980-09,,,,,,,,,,,,,,,矢作川,,,780,234,404.6,03_55,03_56,267000,ポンプ水車,3,2
fc09_29,35.1960279998543,137.463610999999,中部電力株式会社,奥矢作第一水力発電所,愛知県豊田市小田木町大水別,1980-09,,,,,,,,,,,,,,,矢作川,,,315,234,161.3,03_57,03_58,115800,ポンプ水車,3,2
fc09_30,36.8457219998669,138.766193999857,電源開発株式会社,奥清津水力発電所,新潟県南魚沼郡湯沢町三国,1978-07,,,,,,,,,,,,,,,信濃川,,,1000,260,470,03_59,03_60,260000,ポンプ水車,4,2
fc09_31,36.8006939998549,139.038888999689,東京電力株式会社,玉原水力発電所,群馬県利根郡みなかみ町藤原,1982-12,,,,,,,,,,,,,,,利根川,,,1200,276,518,03_61,03_62,308000,ポンプ水車,4,2
fc09_32,36.8330279997613,139.669138998737,東京電力株式会社,今市水力発電所,栃木県日光市佐下部,1988-07,,,,,,,,,,,,,,,利根川,,,1050,240,524,03_63,03_64,360000,ポンプ水車,3,2
fc09_33,36.9918889996948,139.869027998195,東京電力株式会社,塩原水力発電所,栃木県那須塩原市蟇沼,1994-06,,,,,,,,,,,,,,,那珂川,,,900,324,338,03_65,03_66,308500,ポンプ水車,3,2
fc09_34,37.3454169996854,139.908693998102,電源開発株式会社,下郷水力発電所,福島県南会津郡下郷町小沼崎半丈乙847-1,1988-03,,,,,,,,,,,,,,,阿賀野川,,,1000,314,387,03_67,03_68,260000,ポンプ水車,4,2
fc09_35,37.4534999997891,139.603110998925,東北電力株式会社,第二沼沢水力発電所,福島県大沼郡金山町沼沢,1981-10,,,,,,,,,,,,,,,阿賀野川,,,460,250,214,03_69,03_70,236000,ポンプ水車,2,2
fc09_36,35.7396698448917,136.672408522028,中部電力株式会社,奥美濃水力発電所,岐阜県本巣市根尾上大須,1994-07,,,,,,,,,,,,,,,木曽川,,,1500,375,485.8,03_71,03_72,259000,ポンプ水車,6,2
fc09_37,36.8454044444531,138.766424257523,電源開発株式会社,奥清津第二水力発電所,新潟県南魚沼郡湯沢町三国,1996-06,,,,,,,,,,,,,,,信濃川,,,600,154,470,03_73,03_74,309000,ポンプ水車,2,2
fc09_38,35.7158693664718,138.892019475993,東京電力株式会社,葛野川水力発電所,山梨県大月市猿橋町殿上,1999-12,,,,,,,,,,,,,,,富士川　相模川,,,800,140,714,03_75,03_76,412000,ポンプ水車,2,2
fc09_39,36.8441636495634,140.118775347401,電源開発株式会社,沼原水力発電所,栃木県那須塩原市板室字滝ノ沢897-6,1973-06,,,,,,,,,,,,,,,那珂川,,,675,172.5,478,03_77,03_78,230000,ポンプ水車,3,2
fc09_40,36.0362122178255,138.684445764972,東京電力株式会社,神流川水力発電所,群馬県多野郡上野村楢原,2005-12,,,,,,,,,,,,,,,信濃川　利根川,,,470,85,653,03_79,03_80,482000,ポンプ水車,1,2
fc09_41,35.604283071965,139.274630037666,神奈川県,城山水力発電所,神奈川県相模原市城山町川尻龍篭4454-3,1965-11,,,,,,,,,,,,,,,相模川,,,250,192,153,03_81,03_82,65000,ポンプ水車,4,2
fc09_42,36.8492406844171,138.192920488289,東北電力株式会社,池尻川水力発電所,長野県上水内郡信濃町野尻,1934-04,,,,,,,,,,,,,,,関川,,,2,4.17,74.2,03_83,03_84,1340,フランシス型,2,1
fc09_43,32.2492352000881,131.359503122127,九州電力株式会社,小丸川水力発電所,宮崎県児湯郡木城町大字石河内,2011-07,,,,,,,,,,,,,,,小丸川,,,1200,222,646,03_85,03_86,300000,ポンプ水車,4,2
fc09_44,35.7158693664718,138.892019475993,東京電力株式会社,葛野川水力発電所,山梨県大月市猿橋町殿上,2016,,,,,,,,,,,,,,,富士川　相模川,,,800,140,714,03_87,03_88,412000,ポンプ水車,2,2
fc09_45,36.0362122178255,138.684445764972,東京電力株式会社,神流川水力発電所,群馬県多野郡上野村楢原,2016,,,,,,,,,,,,,,,利根川,,,2350,85,653,03_89,03_90,470000,ポンプ水車,5,2
fc09_46,42.9552617393424,140.953558559264,北海道電力株式会社,京極水力発電所,北海道虻田郡京極町字春田,2015-10,,,,,,,,,,,,,,,尻別川,,,600,191,369,03_91,03_92,2000000,ポンプ水車,3,2
fc12_1,31.4191399727594,130.122794406299,九州電力株式会社,野間岬ウィンドパーク発電所,鹿児島県南さつま市笠沙町片浦,2003-03,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,
fc12_2,31.4191399727594,130.122794406299,九州電力株式会社,野間岬ウィンドパーク発電所,鹿児島県南さつま市笠沙町片浦,2003-03,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,
fc12_3,31.4191399727594,130.122794406299,九州電力株式会社,野間岬ウィンドパーク発電所,鹿児島県南さつま市笠沙町片浦,2003-03,3,0.3,,,,,,,,,,,,,,,,,,,,,,,,
fc12_4,31.4191399727594,130.122794406299,九州電力株式会社,野間岬ウィンドパーク発電所,鹿児島県南さつま市笠沙町片浦,2003-03,4,0.3,,,,,,,,,,,,,,,,,,,,,,,,
fc12_5,31.4191399727594,130.122794406299,九州電力株式会社,野間岬ウィンドパーク発電所,鹿児島県南さつま市笠沙町片浦,2003-03,5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
fc12_6,31.4191399727594,130.122794406299,九州電力株式会社,野間岬ウィンドパーク発電所,鹿児島県南さつま市笠沙町片浦,2003-03,6,0.3,,,,,,,,,,,,,,,,,,,,,,,,
fc12_7,31.4191399727594,130.122794406299,九州電力株式会社,野間岬ウィンドパーク発電所,鹿児島県南さつま市笠沙町片浦,2003-03,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,
